report,justification_de_url,justification_en_url,TA
Betibeglogene Autotemcel (autologe CD34+ hämatopoetische Stammzellen),https://www.g-ba.de/downloads/40-268-7104/2020-12-03_AM-RL-XII_Betibeglogene-autotemcel_D-497_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7104/2020-12-03_AM-RL_Betibeglogene-autotemcel_D-497_TrG_EN.pdf,Krankheiten des Blutes und der blutbildenden Organe
Bezlotoxumab (Prävention der Rekurrenz einer Clostridium-difficile-Infektion),https://www.g-ba.de/downloads/40-268-5233/2018-09-20_AM-RL-XII_Bezlotoxumab_D-353_TrG.pdf,,Infektionskrankheiten
Bictegravir/Emtricitabin/Tenofoviralafenamid (HIV-Infektion),https://www.g-ba.de/downloads/40-268-5499/2018-12-20_AM-RL-XII_Bictegravir-Emtricitabin-Tenofoviralafenamid_D-364._TrG.pdf,,Infektionskrankheiten
Bimekizumab (Plaque-Psoriasis),https://www.g-ba.de/downloads/40-268-8322/2022-03-03_AM-RL-XII_Bimekizumab_D-719_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8322/2022-03-03_AM-RL-XII_Bimekizumab_D-719_TrG_EN.pdf,Hauterkrankungen
"Binimetinib (Melanom, BRAF-V600-Mutation, Kombination mit Encorafenib)",https://www.g-ba.de/downloads/40-268-5654/2019-03-22_AM-RL-XII_Binimetinib_D-388_TrG.pdf,,onkologische Erkrankungen
Blinatumomab,https://www.g-ba.de/downloads/40-268-4020/2016-10-20_AM-RL-XII_Blinatumomab_D-201_Fristverlaengerung_TrG.pdf,,onkologische Erkrankungen
"Blinatumomab (Akute lymphatische B-​Zell-Leukämie, rezidiviert oder refraktär, Ph+ CD19+)",https://www.g-ba.de/downloads/40-268-7677/2021-07-15_AM-RL-XII_Blinatumomab_D-610_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7677/2021-07-15_AM-RL-XII_Blinatumomab_D-610_TrG_EN.pdf,onkologische Erkrankungen
Blinatumomab (Neubewertung nach Fristablauf: Akute lymphatische  B-Zell-Leukämie),https://www.g-ba.de/downloads/40-268-4699/2017-12-07_AM-RL-XII_Blinatumomab_D-289_TrG.pdf,,onkologische Erkrankungen
"Blinatumomab (neues Anwendungsgebiet: Akute lymphatische  B-Zell-Leukämie, MRD-positive Patienten)",https://www.g-ba.de/downloads/40-268-5933/2019-08-15_AM-RL-XII_Blinatumomab_D-429_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5933/2019-08-15_AM-RL-XII_Blinatumomab_D-429_TrG_EN.pdf,onkologische Erkrankungen
"Blinatumomab (neues Anwendungsgebiet: Akute lymphatische  B-Zell-Leukämie, ≥ 1  bis <18 Jahre)",https://www.g-ba.de/downloads/40-268-5932/2019-08-15_AM-RL-XII_Blinatumomab_D-397_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5932/2019-08-15_AM-RL-XII_Blinatumomab_D-397_TrG_EN.pdf,onkologische Erkrankungen
"Blinatumomab (neues Anwendungsgebiet: Akute lymphatische B-Zell-Leukämie, Hochrisiko-Erstrezidiv, Ph-, CD19+, ≥1 und <18 Jahre)",https://www.g-ba.de/downloads/40-268-8180/2022-01-20_AM-RL-XII_Blinatumomab_D-703_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8180/2022-01-20_AM-RL-XII_Blinatumomab_D-703_TrG_EN.pdf,onkologische Erkrankungen
Boceprevir (Chronische Hepatitis C),https://www.g-ba.de/downloads/40-268-1888/2012-03-01_AM-RL-XII_Boceprevir_TrG.pdf,,Infektionskrankheiten
Bosutinib,https://www.g-ba.de/downloads/40-268-5106/2018-07-05_AM-RL-XII_Bosutinib_Aufhebung-Befristung_D-064_TrG.pdf,,onkologische Erkrankungen
"Bosutinib (Bewertung nach Aufhebung des Orphan-Drug-Status: Chronische myeloische Leukämie, Ph+)",https://www.g-ba.de/downloads/40-268-5591/2019-02-21_AM-RL-XII_Bosutinib_D-377_TrG.pdf,,onkologische Erkrankungen
"Bosutinib (Neubewertung nach Fristablauf: Chronische myeloische Leukämie, Ph+, Erstlinie)",https://www.g-ba.de/downloads/40-268-8039/2021-11-19_AM-RL-XII_Bosutinib_D-692_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8039/2021-11-19_AM-RL-XII_Bosutinib_D-692_TrG_EN.pdf,onkologische Erkrankungen
"Bosutinib (neues Anwendungsgebiet: Chronische myeloische Leukämie, Ph+, Erstlinie)",https://www.g-ba.de/downloads/40-268-5449/2018-11-22_AM-RL-XII_Bosutinib_D-355_TrG.pdf,,onkologische Erkrankungen
"Brentuximab Vedotin (Hodgkin-Lymphom, CD30+; Systemisches anaplastisches großzelliges Lymphom)",https://www.g-ba.de/downloads/40-268-2313/2013-05-16_AM-RL-XII_Brentuximab_TrG.pdf,,onkologische Erkrankungen
"Brentuximab Vedotin (Neubewertung nach Fristablauf: Systemisches anaplastisches großzelliges Lymphom; Erstlinie; Kombination mit Cyclophosphamid, Doxorubicin und Prednison)",https://www.g-ba.de/downloads/40-268-8111/2021-12-16_AM-RL_XII_Brentuximab-Vedotin_D-709_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8111/2021-12-16_AM-RL-XII_Brentuximab-Vedotin_D-709_TrG_EN.pdf,onkologische Erkrankungen
"Brentuximab Vedotin (Neues Anwendungsgebiet: Systemisches anaplastisches großzelliges Lymphom; Erstlinie; Kombination mit Cyclophosphamid, Doxorubicin und Prednison)",https://www.g-ba.de/downloads/40-268-7107/2020-12-03_AM-RL-XII_Brentuximab-Vedotin_D-564_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7107/2020-12-03_AM-RL_Brentuximab-Vedotin_D-564_TrG_EN.pdf,onkologische Erkrankungen
"Brentuximab Vedotin (neues Anwendungsgebiet: Hodgkin-Lymphom, CD30+, Erstlinie)",https://www.g-ba.de/downloads/40-268-5974/2019-09-05_AM-RL-XII_Brentuximab-Vedotin_D-449_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5974/2019-09-05_AM-RL-XII_Brentuximab-Vedotin_D-449_TrG_EN.pdf,onkologische Erkrankungen
"Brentuximab Vedotin (neues Anwendungsgebiet: Hodgkin-Lymphom, CD30+, erhöhtes Rezidiv- oder Progressionsrisiko nach Transplantation)",https://www.g-ba.de/downloads/40-268-4156/2017-01-19_AM-RL-XII_Brentuximab-Vedotin_D-253_TrG.pdf,,onkologische Erkrankungen
"Brentuximab Vedotin (neues Anwendungsgebiet: Kutanes T-Zell-Lymphom, CD30+)",https://www.g-ba.de/downloads/40-268-5103/2018-07-05_AM-RL-XII_Brentuximab-Vedotin_D-340_TrG.pdf,,onkologische Erkrankungen
"Brigatinib (neues Anwendungsgebiet: NSCLC, ALK+, ALK-Inhibitor-naive Patienten)",https://www.g-ba.de/downloads/40-268-6935/2020-10-15_AM-RL_XII_Brigatinib_D-542_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6935/2020-10-15_AM-RL-XII_Brigatinib_D-542_TrG_EN.pdf,onkologische Erkrankungen
"Brigatinib (nicht-kleinzelliges Lungenkarzinom, ALK+, nach Crizotinib-Vortherapie)",https://www.g-ba.de/downloads/40-268-5846/2019-07-04_AM-RL-XII_Brigatinib_D-434_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5846/2019-07-04_AM-RL-XII_Brigatinib_D-434_TrG_EN.pdf,onkologische Erkrankungen
"Brivaracetam (Fokale Anfälle bei Epilepsie, ≥ 16 Jahre)",https://www.g-ba.de/downloads/40-268-3924/2016-08-04_AM-RL-XII_Brivaracetam_D-208_TrG.pdf,,Krankheiten des Nervensystems
"Brivaracetam (Neues Anwendungsgebiet: Fokale Anfälle bei Epilepsie, Zusatztherapie,  2 bis < 4 Jahre)",,,Krankheiten des Nervensystems
"Brivaracetam (neues Anwendungsgebiet: Fokale Anfälle bei Epilepsie, Zusatztherapie,  4 bis < 16 Jahre)",https://www.g-ba.de/downloads/40-268-5532/2019-01-17_AM-RL-XII_Brivaracetam_D-371_TrG.pdf,,Krankheiten des Nervensystems
Brodalumab (Plaque-Psoriasis),https://www.g-ba.de/downloads/40-268-4854/2018-03-01_AM-RL-XII_Brodalumab_D-309_TrG.pdf,,Hauterkrankungen
Brolucizumab (Neovaskuläre altersabhängige Makuladegeneration),https://www.g-ba.de/downloads/40-268-6834/2020-09-03_AM-RL-XII_Brolucizumab_D-514_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6834/2020-09-03_AM-RL-XII_Brolucizumab_D-514_TrG_EN.pdf,Augenerkrankungen
Brolucizumab (Neues Anwendungsgebiet: diabetisches Makulaödem),,,Augenerkrankungen
Bromfenac (Postoperative Entzündung am Auge),https://www.g-ba.de/downloads/40-268-1852/2012-01-19_AM-RL-XII_Bromfenac_TrG.pdf,,Augenerkrankungen
"Bulevirtid (Chronische Hepatitis-Delta-Virus (HDV)-Infektion, HDV-RNA-positiv)",https://www.g-ba.de/downloads/40-268-7318/2021-02-18_AM-RL-XII_Bulevirtid_D-579_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7318/2021-02-18_AM-RL-XII_Bulevirtid_D-579_TrG_EN.pdf,Infektionskrankheiten
"Burosumab (Neubewertung nach Fristablauf: X-chromosomale Hypophosphatämie, ≥ 1 bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-6476/2020-04-02_AM-RL-XII_Burosumab_D-492_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6476/2020-04-02_AM-RL-XII_Burosumab_D-492_TrG_EN.pdf,Stoffwechselkrankheiten
"Burosumab (Neues Anwendungsgebiet: X-chromosomale Hypophosphatämie, ≥ 18 Jahre)",https://www.g-ba.de/downloads/40-268-7448/2021-04-15_AM-RL-XII_Burosumab_D-588_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7448/2021-04-15_AM-RL-XII_Burosumab_D-588_TrG_EN.pdf,Stoffwechselkrankheiten
"Burosumab (X-chromosomale Hypophosphatämie, ≥ 1 bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-5295/2018-10-04_AM-RL-XII_Burosumab_D-349_TrG.pdf,,Stoffwechselkrankheiten
"Burosumab (Überschreitung 50 Mio €-Grenze: X-chromosomale Hypophosphatämie, ≥  18 Jahre)",,,Stoffwechselkrankheiten
"Burosumab (Überschreitung 50 Mio. €-Grenze: X-chromosomale Hypophosphatämie, ≥  1 bis < 18 Jahre)",,,Stoffwechselkrankheiten
"Cabazitaxel (Prostatakarzinom, Docetaxel-Vorbehandlung, Kombination mit Prednison oder Prednisolon)",https://www.g-ba.de/downloads/40-268-1910/2012-03-29_AM-RL-XII_Cabazitaxel_TrG.pdf,,onkologische Erkrankungen
"Cabotegravir (HIV-1-Infektion, therapieerfahrene Patienten, Kombination mit Rilpivirin)",https://www.g-ba.de/downloads/40-268-7951/2021-10-21_AM-RL-XII_Cabotegravir_D-645_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7951/2021-10-21_AM-RL-XII_Cabotegravir_D-645_TrG_EN.pdf,Infektionskrankheiten
"Cabozantinib (Neubewertung nach Fristablauf: Nierenzellkarzinom, nach VEGF-Vortherapie)",https://www.g-ba.de/downloads/40-268-4917/2018-04-05_AM-RL-XII_Cabozantinib_D-317_TrG.pdf,,onkologische Erkrankungen
Cabozantinib (Neubewertung nach Fristablauf: Schilddrüsenkarzinom),https://www.g-ba.de/downloads/40-268-8109/2021-12-16_AM-RL-XII_Cabozantinib_D-698_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8109/2021-12-16_AM-RL-XII_Cabozantinib_D-698_TrG_EN.pdf,onkologische Erkrankungen
"Cabozantinib (Neues Anwendungsgebiet: Nierenzellkarzinom, Erstlinienbehandlung, Kombination mit Nivolumab)",https://www.g-ba.de/downloads/40-268-7952/2021-10-21_AM-RL-XII_Cabozantinib_D-677_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7952/2021-10-21_AM-RL-XII_Cabozantinib_D-677_TrG_EN.pdf,onkologische Erkrankungen
"Cabozantinib (Neues Anwendungsgebiet: Schilddrüsenkarzinom, refraktär gegenüber Radiojod, vorbehandelte Patienten)",,,onkologische Erkrankungen
Cabozantinib (Schilddrüsenkarzinom),https://www.g-ba.de/downloads/40-268-6908/2020-10-01_AM-RL-XII_Cabozantinib_D-121-TrG.pdf,https://www.g-ba.de/downloads/40-1465-5771/2019-06-06_AM-RL-XII_Cabozantinib_D-121_TrG_EN.pdf,onkologische Erkrankungen
Cabozantinib (neues Anwendungsgebiet: Hepatozelluläres Karzinom),https://www.g-ba.de/downloads/40-268-5770/2019-06-06_AM-RL-XII_Cabozantinib_D-418_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5770/2019-06-06_AM-RL-XII_Cabozantinib_D-418_TrG_EN.pdf,onkologische Erkrankungen
Cabozantinib (neues Anwendungsgebiet: Nierenzellkarzinom),https://www.g-ba.de/downloads/40-268-4326/2017-04-20_AM-RL-XII_Cabozantinib-D-263-TrG.pdf,,onkologische Erkrankungen
"Cabozantinib (neues Anwendungsgebiet: Nierenzellkarzinom, Erstlinie)",https://www.g-ba.de/downloads/40-268-5589/2019-02-21_AM-RL-XII_Cabozantinib_D-367_TrG.pdf,,onkologische Erkrankungen
Calcifediol (Bekannter Wirkstoff mit neuem Unterlagenschutz: Sekundärer Hyperparathyreoidismus bei chronischer Niereninsuffizienz),,,Stoffwechselkrankheiten
Canagliflozin (Diabetes Mellitus Typ 2),https://www.g-ba.de/downloads/40-268-6507/2020-04-16_AM-RL-XII_Canagliflozin_Canagliflozin-Metformin_Veranlassung-erneute-NB_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6507/2020-04-16_AM-RL-XII_Canagliflozin-Canagliflozin-Metformin_D-124_TrG_EN.pdf,Stoffwechselkrankheiten
Canagliflozin/Metformin (Diabetes Mellitus Typ 2),https://www.g-ba.de/downloads/40-268-6507/2020-04-16_AM-RL-XII_Canagliflozin_Canagliflozin-Metformin_Veranlassung-erneute-NB_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6507/2020-04-16_AM-RL-XII_Canagliflozin-Canagliflozin-Metformin_D-124_TrG_EN.pdf,Stoffwechselkrankheiten
"Cannabidiol (Dravet-Syndrom, ≥ 2 Jahre, Kombination mit Clobazam)",https://www.g-ba.de/downloads/40-268-6481/2020-04-02_AM-RL-XII_Cannabidiol_D-484_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6481/2020-04-02_AM-RL-XII_Cannabidiol-Dravet_D-484_TrG_EN.pdf,Krankheiten des Nervensystems
"Cannabidiol (Lennox-Gastaut-Syndrom, ≥ 2 Jahre, Kombination mit Clobazam)",https://www.g-ba.de/downloads/40-268-6483/2020-04-02_AM-RL-XII_Cannabidiol-Lennox-Gastaut_D-485_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6483/2020-04-02_AM-RL-XII_Cannabidiol-Lennox-Gastaut_D-485_TrG_EN.pdf,Krankheiten des Nervensystems
"Cannabidiol (Neubewertung nach Fristablauf: Dravet-Syndrom, ≥ 2 Jahre, Kombination mit Clobazam)",https://www.g-ba.de/downloads/40-268-7453/2021-04-15_AM-RL-XII_Cannabidiol_D-595_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7453/2021-04-15_AM-RL-XII_Cannabidiol%28Dravet%29_D-595_TrG_EN.pdf,Krankheiten des Nervensystems
"Cannabidiol (Neubewertung nach Fristablauf: Lennox-Gastaut-Syndrom, ≥ 2 Jahre, Kombination mit Clobazam)",https://www.g-ba.de/downloads/40-268-7454/2021-04-15_AM-RL-XII_Cannabidiol-LGS_D-596_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7454/2021-04-15_AM-RL-XII_Cannabidiol%28LGS%29_D-596_TrG_EN.pdf,Krankheiten des Nervensystems
"Cannabidiol (Neues Anwendungsgebiet: Krampfanfälle im Zusammenhang mit Tuberöser Sklerose, ≥  2 Jahre)",https://www.g-ba.de/downloads/40-268-8004/2021-11-04_AM-RL-XII_Cannabidiol_D-683_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8004/2021-11-04_AM-RL-XII_Cannabidiol-TSC_D-683_TrG_EN.pdf,Sonstiges
Caplacizumab (Thrombotisch-thrombozytopenische Purpura),https://www.g-ba.de/downloads/40-268-5731/2019-05-07_AM-RL-XII_Caplacizumab_D-387_TrG.pdf,,Krankheiten des Blutes und der blutbildenden Organe
"Caplacizumab (neues Anwendungsgebiet: thrombotisch-thrombozytopenische Purpura, 12 bis <18 Jahre)",https://www.g-ba.de/downloads/40-268-7212/2021-01-07_AM-RL-XII_Capalcizumab_D-566_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7212/2021-01-07_AM-RL-XII_Capalcizumab_D-566_TrG_EN.pdf,Krankheiten des Blutes und der blutbildenden Organe
Carfilzomib,https://www.g-ba.de/downloads/40-268-4428/2017-06-15_AM-RL-XII_Carfilzomib_D-203_TrG.pdf,,onkologische Erkrankungen
"Carfilzomib (Neues Anwendungsgebiet: multiples Myelom, mind. 1 Vortherapie,  Kombination mit Daratumumab und Dexamethason)",https://www.g-ba.de/downloads/40-268-7679/2021-07-15_AM-RL-XII_Carfilzomib_D-617_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7679/2021-07-15_AM-RL-XII_Carfilzomib_D-617_TrG_EN.pdf,onkologische Erkrankungen
Carfilzomib (neues Anwendungsgebiet: multiples Myelom in Kombination mit Dexamethason),https://www.g-ba.de/downloads/40-268-4157/2017-01-19_AM-RL-XII_Carfilzomib_nAWG-Kombi-Dexamethason_D-255_TrG.pdf,,onkologische Erkrankungen
"Carfilzomib (Überschreitung 50 Mio € Grenze: Multiples Myelom, mind. 1 Vortherapie, Kombination mit  Dexamethason oder Lenalidomid und Dexamethason)",https://www.g-ba.de/downloads/40-268-4802/2018-02-15_AM-RL-XII_Carfilzomib_D-302_TrG.pdf,,onkologische Erkrankungen
Cariprazin (Schizophrenie),https://www.g-ba.de/downloads/40-268-5293/2018-10-04_AM-RL-XII_Cariprazin_D-354_TrG.pdf,,Psychische Erkrankungen
"Casirivimab/Imdevimab (COVID-19-Infektion,  ≥ 12 Jahre)",,,Infektionskrankheiten
"Casirivimab/Imdevimab (Postexpositionsprophylaxe einer COVID-19 Infektion,  ≥ 12 Jahre)",,,Infektionskrankheiten
Cefiderocol,https://www.g-ba.de/downloads/40-268-8009/2021-10-21_AM-RL_Freistellung_Cefiderocol_R-002_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6839/2020-08-20_AM-RL-XII_Reservefreistellung_2020-R-002_TrG_EN.pdf,Infektionskrankheiten
Cefiderocol (Infektionen durch aerobe gramnegative Erreger),https://www.g-ba.de/downloads/40-268-8501/2022-05-05_AM-RL-XII_Cefiderocol_D-741_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8501/2022-05-05_AM-RL-XII_Cefiderocol_D-741_TrG_EN.pdf,Infektionskrankheiten
Ceftazidim/Avibactam,https://www.g-ba.de/downloads/40-268-8184/2022-01-20_AM-RL_Freistellung_Ceftazidim-Avibactam_R-001_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6924/2020-09-17_AM-RL-XII_Ablehnung-Freistellung_2020-F-002_TrG_EN.pdf,Infektionskrankheiten
"Ceftazidim/Avibactam (Aufhebung der Freistellung: Bakterielle Infektionen, mehrere Anwendungsgebiete)",,,Infektionskrankheiten
Ceftolozan/Tazobactam,https://www.g-ba.de/downloads/40-268-8186/2022-01-20_AM-RL_Ceftolozan-Tazobactam_R-003_TrG.pdf,,Infektionskrankheiten
Ceftolozan/Tazobactam (Akute Pyelonephritis),https://www.g-ba.de/downloads/40-268-6858/2020-09-17_AM-RL-XII_Ceftolozan-Tazobactam_D-523_D-524_D-525_D-526_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6858/2020-09-17_AM-RL-XII_Ceftolozan-Tazobactam_D-523-524-525-526_TrG_EN.pdf,Infektionskrankheiten
"Ceftolozan/Tazobactam (Aufhebung der Freistellung: Bakterielle Infektionen, mehrere Anwendungsgebiete)",,,Infektionskrankheiten
Ceftolozan/Tazobactam (Komplizierte Harnwegsinfektionen),https://www.g-ba.de/downloads/40-268-6858/2020-09-17_AM-RL-XII_Ceftolozan-Tazobactam_D-523_D-524_D-525_D-526_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6858/2020-09-17_AM-RL-XII_Ceftolozan-Tazobactam_D-523-524-525-526_TrG_EN.pdf,Infektionskrankheiten
Ceftolozan/Tazobactam (Komplizierte intraabdominelle Infektionen),https://www.g-ba.de/downloads/40-268-6858/2020-09-17_AM-RL-XII_Ceftolozan-Tazobactam_D-523_D-524_D-525_D-526_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6858/2020-09-17_AM-RL-XII_Ceftolozan-Tazobactam_D-523-524-525-526_TrG_EN.pdf,Infektionskrankheiten
Ceftolozan/Tazobactam (Neues Anwendungsgebiet: Im Krankenhaus erworbene Pneumonie einschließlich beatmungsassoziierter Pneumonie),https://www.g-ba.de/downloads/40-268-6858/2020-09-17_AM-RL-XII_Ceftolozan-Tazobactam_D-523_D-524_D-525_D-526_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6858/2020-09-17_AM-RL-XII_Ceftolozan-Tazobactam_D-523-524-525-526_TrG_EN.pdf,Infektionskrankheiten
"Cemiplimab (Neues Anwendungsgebiet:  Basalzellkarzinom, lokal fortgeschritten oder metastasiert)",https://www.g-ba.de/downloads/40-268-8181/2022-01-20_AM-RL-XII_Cemiplimab_D-706_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8181/2022-01-20_AM-RL-XII_Cemiplimab_D-706_TrG_EN.pdf,onkologische Erkrankungen
"Cemiplimab (Neues Anwendungsgebiet: nicht-kleinzelliges Lungenkarzinom, Erstlinie)",https://www.g-ba.de/downloads/40-268-8178/2022-01-20_AM-RL-XII_Cemiplimab_D-705_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8178/2022-01-20_AM-RL-XII_Cemiplimab_D-705_TrG_EN.pdf,onkologische Erkrankungen
Cemiplimab (kutanes Plattenepithelkarzinom),https://www.g-ba.de/downloads/40-268-6323/2020-02-06_AM-RL-XII_Cemiplimab_D-466_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6323/2020-02-06_AM-RL-XII_Cemiplimab_D-466_TrG_EN.pdf,onkologische Erkrankungen
Cenegermin (Keratitis),https://www.g-ba.de/downloads/40-268-4967/2018-05-03_AM-RL-XII_Cenegermin-D-329_TrG.pdf,,Augenerkrankungen
"Cenobamat (Epilepsie, fokale Anfälle, nach mind. 2 Vortherapien)",https://www.g-ba.de/downloads/40-268-8034/2021-11-19_AM-RL-XII_Cenobamat_D-694_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8034/2021-11-19_AM-RL-XII_Cenobamat_D-694_TrG_EN.pdf,Krankheiten des Nervensystems
Ceritinib,https://www.g-ba.de/downloads/40-268-3496/2015-12-17_AM-RL-XII_Ceritinib_2015-07-01-D-171_TrG.pdf,,onkologische Erkrankungen
"Ceritinib (Neubewertung nach Fristablauf: nicht-kleinzelliges Lungenkarzinom, ALK+, nach Crizotinib-Vortherapie)",https://www.g-ba.de/downloads/40-268-4603/2017-10-19_AM-RL-XII_Ceritinib_D-259_TrG.pdf,,onkologische Erkrankungen
"Ceritinib (neues Anwendungsgebiet: nicht-kleinzelliges Lungenkarzinom, ALK+, Erstlinie)",https://www.g-ba.de/downloads/40-268-4790/2018-02-01_AM-RL-XII_Ceritinib_nAWG_D-296_TrG.pdf,,onkologische Erkrankungen
Cerliponase alfa (Neuronale Ceroid-Lipofuszinose Typ 2),https://www.g-ba.de/downloads/40-268-7595/2021-06-17_AM-RL-XII_Cerliponase-alfa_D-298_TrG.pdf,https://www.g-ba.de/downloads/40-1465-4721/2017-12-21_AM-RL-XII_Cerliponase-alfa_D-298_TrG_EN.pdf,Stoffwechselkrankheiten
Cholsäure (Störung der Gallensäuresynthese),https://www.g-ba.de/downloads/40-268-2995/2014-11-06_AM-RL-XII_Cholsaeure_2014-05-15-D-105_TrG.pdf,,Stoffwechselkrankheiten
Cladribin (Hochaktive schubförmige Multiple Sklerose),https://www.g-ba.de/downloads/40-268-5065/2018-06-21_AM-RL-XII_Cladribin-Therapiekosten_D-327_TrG.pdf,,Krankheiten des Nervensystems
Cobicistat (HIV-Infektion),https://www.g-ba.de/downloads/40-268-2949/2014-09-18_AM-RL-XII_Cobicistat_2014-04-01-D-104_TrG.pdf,,Infektionskrankheiten
"Cobicistat (Neues Anwendungsgebiet: HIV-Infektion, Kombination mit Atazanavir oder Darunavir, 12 bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-6906/2020-10-01_AM-RL-XII_Cobicistat_D-537_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6906/2020-10-01_AM-RL-XII_Cobicistat_D-537_TrG_EN.pdf,Infektionskrankheiten
"Cobimetinib (Melanom, BRAF-V600-Mutation, Kombination mit Vemurafenib)",https://www.g-ba.de/downloads/40-268-3803/2016-06-02_AM-RL-XII_Cobimetinib_D-196_TrG.pdf,,onkologische Erkrankungen
Colestilan (Hyperphosphatämie),https://www.g-ba.de/downloads/40-268-2692/2014-02-20_AM-RL-XII_Colestilan_Aenderungsbeschluss_TrG.pdf,,Sonstiges
Collagenase aus Clostridium histolyticum (Dupuytren’schen Kontraktur),https://www.g-ba.de/downloads/40-268-1924/2012-04-19_AM-RL-XII_Collagenase_TrG.pdf,,Krankheiten des Muskel-Skelett-Systems
"Crizanlizumab (Prävention wiederkehrender vasookklusiver Krisen bei Sichelzellanämie, ≥16 Jahre)",https://www.g-ba.de/downloads/40-268-7550/2021-05-20_AM-RL-XII_Crizanlizumab_D-591_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7550/2021-05-20_AM-RL-XII_Crizanlizumab_D-591_TrG_EN.pdf,Krankheiten des Blutes und der blutbildenden Organe
Crizotinib,https://www.g-ba.de/downloads/40-268-3529/2016-01-07_AM-RL-XII_Crizotinib_2012-11-15-D-040_Fristverlaengerung_TrG.pdf,,onkologische Erkrankungen
"Crizotinib (Neubewertung nach Fristablauf: nicht-kleinzelliges Lungenkarzinom, ALK+, vorbehandelte Patienten)",https://www.g-ba.de/downloads/40-268-4106/2016-12-15_AM-RL-XII_Crizotinib_D-240_TrG.pdf,,onkologische Erkrankungen
